order_number,site,carrier,gpu,cpu,ordered,case_on,motherboard_on,cpu_on,ram_on,memory_on,gpu_on,packaged,delivered
12614,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/27/2021, 22:09:39","01/27/2021, 22:15:43","01/27/2021, 22:22:07","01/27/2021, 22:27:38","01/27/2021, 22:33:03","01/27/2021, 22:42:35","01/27/2021, 22:49:41","01/27/2021, 22:52:26","02/04/2021, 19:40:02"
12615,Roswell,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/27/2021, 22:43:32","01/27/2021, 22:49:46","01/27/2021, 22:54:16","01/27/2021, 22:58:00","01/27/2021, 23:02:48","01/27/2021, 23:09:35","02/01/2021, 00:55:01","02/01/2021, 01:02:13","02/07/2021, 12:15:49"
12616,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/27/2021, 22:57:17","01/27/2021, 23:02:47","01/27/2021, 23:06:36","01/27/2021, 23:14:48","01/27/2021, 23:18:08","01/27/2021, 23:26:43","01/27/2021, 23:35:15","01/27/2021, 23:38:53","02/02/2021, 20:09:44"
12617,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/27/2021, 23:15:23","01/27/2021, 23:19:39","01/27/2021, 23:24:13","01/27/2021, 23:29:39","01/27/2021, 23:33:50","01/27/2021, 23:41:56","01/27/2021, 23:54:37","01/27/2021, 23:58:42","02/01/2021, 16:31:24"
12618,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/27/2021, 23:22:23","01/27/2021, 23:26:08","01/27/2021, 23:31:21","01/30/2021, 09:26:52","01/30/2021, 09:32:04","01/30/2021, 09:40:19","01/30/2021, 09:49:16","01/30/2021, 09:52:31","02/07/2021, 11:20:52"
12619,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/27/2021, 23:57:50","01/28/2021, 00:03:13","01/28/2021, 00:06:41","01/28/2021, 00:12:58","01/28/2021, 00:18:07","01/28/2021, 00:25:00","01/28/2021, 00:33:20","01/28/2021, 00:36:56","02/02/2021, 17:21:13"
12620,Aurora,HyperDrive Carriers,Chimera 2080,Ghidora 12,"01/28/2021, 00:43:06","01/28/2021, 00:46:12","01/28/2021, 00:49:19","01/28/2021, 00:57:24","01/28/2021, 01:01:52","01/28/2021, 01:09:17","02/01/2021, 06:24:25","02/01/2021, 06:28:22","02/06/2021, 11:45:32"
12621,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 00:56:44","01/28/2021, 01:00:29","01/28/2021, 01:05:45","01/28/2021, 01:10:44","01/28/2021, 01:15:39","01/28/2021, 01:23:13","01/28/2021, 01:32:36","01/28/2021, 01:35:44","02/02/2021, 15:58:16"
12622,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 01:02:56","01/28/2021, 01:07:28","01/28/2021, 01:13:06","01/28/2021, 01:21:51","01/28/2021, 01:26:58","01/28/2021, 01:34:28","01/28/2021, 01:43:41","01/28/2021, 01:59:02","02/04/2021, 08:58:22"
12623,Aurora,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 01:04:30","01/28/2021, 01:09:55","01/28/2021, 01:14:40","01/28/2021, 01:24:15","01/28/2021, 01:29:13","01/28/2021, 01:39:04","01/28/2021, 01:49:11","01/28/2021, 01:53:22","02/03/2021, 13:47:30"
12624,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/28/2021, 01:14:31","01/28/2021, 01:21:06","01/28/2021, 01:25:07","01/28/2021, 01:34:19","01/28/2021, 01:38:01","01/28/2021, 01:46:23","01/28/2021, 01:56:34","01/28/2021, 01:59:55","01/31/2021, 01:28:45"
12625,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 01:15:50","01/28/2021, 01:20:00","01/28/2021, 01:23:47","01/28/2021, 01:30:00","01/28/2021, 01:35:03","01/28/2021, 01:43:30","01/28/2021, 01:53:06","01/28/2021, 02:07:34","02/04/2021, 09:14:36"
12626,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 01:50:14","01/28/2021, 01:55:44","01/28/2021, 01:59:47","01/28/2021, 02:07:15","01/28/2021, 02:12:02","01/28/2021, 02:20:56","01/28/2021, 02:33:16","01/28/2021, 02:36:46","02/05/2021, 06:09:59"
12627,Aurora,TimeTraveler Mail,Chimera 3020,Mothra 4,"01/28/2021, 01:50:51","01/28/2021, 01:55:28","01/28/2021, 01:58:34","01/28/2021, 02:05:39","01/28/2021, 02:10:04","01/28/2021, 02:18:48","01/28/2021, 02:25:43","01/28/2021, 02:29:28","01/31/2021, 18:27:17"
12628,Roswell,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/28/2021, 01:59:48","01/28/2021, 02:05:35","01/28/2021, 02:09:36","01/28/2021, 02:15:56","01/28/2021, 02:20:44","01/28/2021, 02:31:49","01/28/2021, 02:40:08","01/28/2021, 02:54:19","01/31/2021, 21:00:36"
12629,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 02:00:57","01/28/2021, 02:03:52","01/28/2021, 02:07:32","01/28/2021, 02:15:47","01/28/2021, 02:20:28","01/28/2021, 02:26:38","01/28/2021, 02:38:24","01/28/2021, 02:41:53","02/04/2021, 09:01:25"
12630,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/28/2021, 02:10:04","01/28/2021, 02:17:11","01/28/2021, 02:19:59","01/28/2021, 02:24:38","01/28/2021, 02:29:05","01/28/2021, 02:36:34","01/28/2021, 02:45:58","01/28/2021, 02:58:37","02/03/2021, 11:48:28"
12631,Aurora,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 02:13:33","01/28/2021, 02:18:42","01/28/2021, 02:22:48","01/30/2021, 23:50:01","02/01/2021, 01:16:19","02/01/2021, 01:25:15","02/01/2021, 01:32:47","02/01/2021, 01:36:27","02/08/2021, 03:37:33"
12632,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/28/2021, 02:47:06","01/28/2021, 02:51:23","01/28/2021, 02:54:50","01/30/2021, 03:17:28","01/30/2021, 03:21:00","01/30/2021, 03:27:25","01/30/2021, 03:37:10","01/30/2021, 03:52:41","02/06/2021, 17:13:12"
12633,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 02:52:54","01/28/2021, 02:57:03","01/28/2021, 03:01:06","01/28/2021, 03:08:16","01/28/2021, 03:12:36","01/28/2021, 03:20:42","01/28/2021, 03:34:50","01/28/2021, 03:44:04","02/03/2021, 00:06:41"
12634,Aurora,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/28/2021, 03:45:37","01/28/2021, 03:51:27","01/28/2021, 03:55:29","01/28/2021, 04:02:07","01/28/2021, 04:06:23","01/28/2021, 04:15:46","01/28/2021, 04:24:13","01/28/2021, 04:26:49","02/02/2021, 07:32:03"
12635,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 03:55:55","01/28/2021, 04:00:40","01/28/2021, 04:04:06","01/28/2021, 04:12:39","01/28/2021, 04:15:31","01/28/2021, 04:22:41","01/28/2021, 04:30:52","01/28/2021, 04:36:39","02/01/2021, 21:04:27"
12636,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/28/2021, 03:58:09","01/28/2021, 04:01:42","01/28/2021, 04:06:36","01/28/2021, 04:16:20","01/28/2021, 04:20:29","01/28/2021, 04:29:19","01/28/2021, 04:39:41","01/28/2021, 04:45:05","02/01/2021, 08:30:17"
12637,Area 51,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 03:58:20","01/28/2021, 04:03:33","01/28/2021, 04:07:58","01/28/2021, 04:16:35","01/28/2021, 04:21:00","01/28/2021, 04:28:40","01/28/2021, 04:38:10","01/28/2021, 04:41:10","02/04/2021, 14:05:49"
12638,Aurora,HyperDrive Carriers,Chimera 2080,Mothra 4,"01/28/2021, 05:44:59","01/28/2021, 05:49:15","01/28/2021, 05:52:53","01/28/2021, 06:02:17","01/28/2021, 06:07:37","01/28/2021, 06:15:31","01/28/2021, 06:24:21","01/28/2021, 06:27:29","02/06/2021, 20:45:19"
12639,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 05:52:31","01/28/2021, 05:56:27","01/28/2021, 06:00:32","01/28/2021, 06:10:54","01/28/2021, 06:15:05","01/28/2021, 06:23:33","01/28/2021, 06:33:16","01/28/2021, 06:36:58","02/06/2021, 04:25:48"
12640,Roswell,HyperDrive Carriers,Hydra 2080,Mothra 4,"01/28/2021, 06:04:55","01/28/2021, 06:07:32","01/28/2021, 06:13:13","01/28/2021, 06:22:22","01/28/2021, 06:27:41","01/28/2021, 06:35:06","01/28/2021, 06:43:00","01/28/2021, 06:47:21","02/06/2021, 04:52:51"
12641,Aurora,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/28/2021, 06:52:02","01/28/2021, 06:56:46","01/28/2021, 07:02:02","01/28/2021, 07:12:23","01/29/2021, 06:17:54","01/29/2021, 06:25:47","01/29/2021, 06:34:59","01/29/2021, 06:38:32","02/03/2021, 17:34:01"
12642,Area 51,TimeTraveler Mail,Chimera 2080,Gojira 5,"01/28/2021, 06:53:13","01/28/2021, 06:56:05","01/28/2021, 07:00:22","01/28/2021, 07:06:03","01/28/2021, 07:12:23","01/28/2021, 07:21:36","01/28/2021, 07:31:02","01/28/2021, 07:34:45","02/01/2021, 13:23:31"
12643,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/28/2021, 06:59:08","01/28/2021, 07:05:29","01/28/2021, 07:09:18","01/28/2021, 07:16:56","01/28/2021, 07:21:24","01/28/2021, 07:29:54","01/28/2021, 07:40:15","01/28/2021, 07:44:39","02/03/2021, 23:02:19"
12644,Area 51,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 07:00:22","01/28/2021, 07:02:59","01/28/2021, 07:06:36","01/28/2021, 07:13:47","01/28/2021, 07:18:35","01/28/2021, 07:26:01","01/28/2021, 07:36:39","01/28/2021, 07:40:20","02/05/2021, 01:20:30"
12645,Area 51,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/28/2021, 07:15:08","01/28/2021, 07:20:50","01/28/2021, 07:24:09","01/28/2021, 07:31:12","01/28/2021, 07:36:42","01/28/2021, 07:45:17","01/28/2021, 07:54:57","01/28/2021, 07:57:38","02/01/2021, 10:01:26"
12646,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/28/2021, 07:24:14","01/28/2021, 07:28:54","01/28/2021, 07:33:00","01/28/2021, 07:41:08","01/28/2021, 07:46:20","01/28/2021, 07:53:00","01/28/2021, 08:03:06","01/28/2021, 08:11:42","02/04/2021, 20:01:27"
12647,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 07:28:51","01/28/2021, 07:32:27","01/28/2021, 07:38:47","01/28/2021, 07:47:19","01/28/2021, 07:54:00","01/28/2021, 08:00:40","01/28/2021, 08:11:15","01/28/2021, 08:15:07","02/02/2021, 07:05:05"
12648,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/28/2021, 07:33:29","01/28/2021, 07:36:46","01/28/2021, 07:41:21","01/28/2021, 07:48:38","01/28/2021, 07:52:24","01/28/2021, 08:00:18","01/28/2021, 08:09:48","01/28/2021, 08:13:23","02/03/2021, 11:52:07"
12649,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/28/2021, 07:34:35","01/28/2021, 07:38:56","01/28/2021, 07:43:25","01/28/2021, 07:50:26","01/28/2021, 07:53:01","01/28/2021, 08:01:15","01/28/2021, 08:08:58","01/28/2021, 08:11:41","02/07/2021, 05:40:21"
12650,Area 51,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/28/2021, 07:58:30","01/28/2021, 08:04:25","01/28/2021, 08:09:21","01/31/2021, 16:24:52","01/31/2021, 16:30:08","01/31/2021, 16:38:54","01/31/2021, 16:50:07","01/31/2021, 16:53:36","02/05/2021, 09:28:07"
12651,Roswell,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/28/2021, 08:01:29","01/28/2021, 08:07:04","01/28/2021, 08:11:51","01/28/2021, 08:21:30","01/28/2021, 08:26:47","01/28/2021, 08:34:51","01/28/2021, 08:44:13","01/28/2021, 08:53:44","02/01/2021, 16:12:36"
12652,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/28/2021, 08:48:07","01/28/2021, 08:52:58","01/28/2021, 08:58:01","01/28/2021, 09:03:26","01/28/2021, 09:08:19","01/28/2021, 09:16:18","01/28/2021, 09:24:49","01/28/2021, 09:38:36","02/02/2021, 09:35:03"
12653,Roswell,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/28/2021, 09:53:51","01/28/2021, 10:00:59","01/28/2021, 10:06:20","01/28/2021, 10:14:02","01/28/2021, 10:17:46","01/28/2021, 10:26:19","01/28/2021, 10:35:41","01/28/2021, 10:52:28","02/01/2021, 21:12:51"
12654,Roswell,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/28/2021, 10:27:59","01/28/2021, 10:33:48","01/28/2021, 10:38:12","01/28/2021, 10:45:52","01/28/2021, 10:50:47","01/28/2021, 10:57:33","01/28/2021, 11:04:48","01/28/2021, 11:16:00","02/01/2021, 08:05:30"
12655,Roswell,TimeTraveler Mail,Hydra 2080,Ghidora 12,"01/28/2021, 10:37:13","01/28/2021, 10:42:01","01/28/2021, 10:45:54","01/28/2021, 10:53:31","01/28/2021, 10:57:20","01/28/2021, 11:04:00","01/28/2021, 11:15:42","01/28/2021, 11:22:04","02/01/2021, 17:28:57"
12656,Aurora,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 10:38:44","01/28/2021, 10:43:50","01/28/2021, 10:48:01","01/28/2021, 10:58:45","01/29/2021, 11:33:18","01/29/2021, 11:41:31","01/29/2021, 11:49:10","01/29/2021, 11:52:14","02/02/2021, 12:12:02"
12657,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 11:18:26","01/28/2021, 11:23:47","01/28/2021, 11:28:39","01/28/2021, 11:37:27","01/28/2021, 11:43:20","01/28/2021, 11:50:16","01/28/2021, 11:59:12","01/28/2021, 12:05:43","02/03/2021, 11:27:37"
12658,Area 51,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/28/2021, 11:58:16","01/28/2021, 12:02:40","01/28/2021, 12:07:29","01/28/2021, 12:15:35","01/28/2021, 12:19:04","01/28/2021, 12:26:10","01/28/2021, 12:34:06","01/28/2021, 12:37:41","02/05/2021, 08:57:53"
12659,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/28/2021, 12:04:52","01/28/2021, 12:11:28","01/28/2021, 12:14:48","01/28/2021, 12:25:04","01/28/2021, 12:28:53","01/28/2021, 12:36:30","01/28/2021, 12:44:35","01/28/2021, 12:48:23","02/01/2021, 14:52:50"
12660,Area 51,TimeTraveler Mail,Hydra 2080,Gojira 5,"01/28/2021, 12:13:45","01/28/2021, 12:17:48","01/28/2021, 12:22:14","01/28/2021, 12:32:11","01/28/2021, 12:35:19","01/28/2021, 12:44:35","01/28/2021, 12:53:50","01/28/2021, 12:57:09","02/03/2021, 07:47:54"
12661,Roswell,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/28/2021, 12:49:27","01/28/2021, 12:55:33","01/28/2021, 13:00:39","01/28/2021, 13:07:43","01/28/2021, 13:10:32","01/28/2021, 13:18:01","01/28/2021, 13:25:03","01/28/2021, 13:41:17","02/06/2021, 11:27:06"
12662,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/28/2021, 12:54:35","01/28/2021, 12:59:32","01/28/2021, 13:03:12","01/28/2021, 13:10:50","01/28/2021, 13:14:23","01/28/2021, 13:21:06","01/28/2021, 13:31:08","01/28/2021, 13:34:29","02/02/2021, 01:28:40"
12663,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/28/2021, 13:01:37","01/28/2021, 13:08:58","01/28/2021, 13:13:06","01/28/2021, 13:19:36","01/28/2021, 13:24:12","01/28/2021, 13:32:55","01/28/2021, 13:43:02","01/28/2021, 13:54:34","02/01/2021, 14:09:30"
12664,Aurora,WarpSpeed Delivery,Chimera 3020,Gojira 5,"01/28/2021, 13:11:10","01/28/2021, 13:15:28","01/28/2021, 13:18:25","01/28/2021, 13:26:09","01/28/2021, 13:31:23","01/28/2021, 13:40:40","01/28/2021, 13:52:06","01/28/2021, 13:55:58","02/02/2021, 20:24:38"
12665,Roswell,HyperDrive Carriers,Hydra 2080,Ghidora 12,"01/28/2021, 13:59:03","01/28/2021, 14:03:37","01/28/2021, 14:09:06","01/28/2021, 14:17:09","01/28/2021, 14:22:46","01/28/2021, 14:30:21","01/28/2021, 14:38:57","01/28/2021, 14:51:28","02/05/2021, 03:08:53"
12666,Area 51,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/28/2021, 14:19:16","01/28/2021, 14:25:35","01/28/2021, 14:30:35","01/28/2021, 14:40:31","01/28/2021, 14:43:38","01/28/2021, 14:53:19","01/28/2021, 15:03:57","01/28/2021, 15:08:05","02/01/2021, 19:24:08"
12667,Aurora,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/28/2021, 14:32:51","01/28/2021, 14:36:17","01/28/2021, 14:41:03","01/28/2021, 14:47:39","01/28/2021, 14:51:57","01/28/2021, 15:01:49","01/28/2021, 15:11:29","01/28/2021, 15:14:15","02/02/2021, 15:16:56"
12668,Area 51,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/28/2021, 14:43:24","01/28/2021, 14:50:09","01/28/2021, 14:54:56","01/28/2021, 15:04:06","01/28/2021, 15:07:25","01/28/2021, 15:16:01","01/28/2021, 15:25:59","01/28/2021, 15:30:04","02/02/2021, 16:47:09"
12669,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/28/2021, 15:19:47","01/28/2021, 15:25:20","01/28/2021, 15:29:52","01/28/2021, 15:41:08","01/28/2021, 15:45:31","01/28/2021, 15:53:38","01/28/2021, 16:04:14","01/28/2021, 16:10:45","02/04/2021, 01:47:09"
12670,Area 51,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/28/2021, 15:26:22","01/28/2021, 15:32:33","01/28/2021, 15:37:23","01/28/2021, 15:44:29","01/28/2021, 15:49:40","01/28/2021, 15:57:27","01/28/2021, 16:08:16","01/28/2021, 16:12:53","02/07/2021, 04:45:11"
12671,Area 51,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/28/2021, 15:48:43","01/28/2021, 15:53:11","01/28/2021, 15:57:38","01/28/2021, 16:02:17","01/28/2021, 16:06:45","01/28/2021, 16:12:19","01/28/2021, 16:21:24","01/28/2021, 16:24:41","02/05/2021, 04:14:11"
12672,Area 51,WarpSpeed Delivery,Chimera 2080,Gojira 5,"01/28/2021, 15:59:15","01/28/2021, 16:03:20","01/28/2021, 16:07:20","01/28/2021, 16:13:17","01/28/2021, 16:18:41","01/28/2021, 16:28:13","02/01/2021, 15:15:19","02/01/2021, 15:18:44","02/08/2021, 13:15:01"
12673,Roswell,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/28/2021, 16:17:42","01/28/2021, 16:24:18","01/28/2021, 16:28:59","01/28/2021, 16:36:57","01/28/2021, 16:41:40","01/28/2021, 16:51:26","01/28/2021, 16:59:42","01/28/2021, 17:16:19","02/04/2021, 11:44:41"
12674,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/28/2021, 16:39:07","01/28/2021, 16:42:41","01/28/2021, 16:45:04","01/28/2021, 16:56:09","01/28/2021, 17:00:21","01/28/2021, 17:07:49","01/28/2021, 17:16:10","01/28/2021, 17:20:11","02/01/2021, 13:27:43"
12675,Aurora,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/28/2021, 16:47:53","01/28/2021, 16:51:26","01/28/2021, 16:56:43","01/28/2021, 17:06:22","01/28/2021, 17:11:00","01/28/2021, 17:20:29","02/01/2021, 20:07:11","02/01/2021, 20:10:41","02/05/2021, 17:39:02"
12676,Area 51,HyperDrive Carriers,Chimera 2080,Gojira 5,"01/28/2021, 16:50:12","01/28/2021, 16:55:08","01/28/2021, 16:59:03","01/28/2021, 17:08:05","01/28/2021, 17:13:29","01/28/2021, 17:22:30","02/01/2021, 15:32:13","02/01/2021, 15:35:54","02/13/2021, 17:35:46"
12677,Aurora,WarpSpeed Delivery,Chimera 3020,Ghidora 12,"01/28/2021, 17:09:14","01/28/2021, 17:13:42","01/28/2021, 17:19:05","01/28/2021, 17:29:15","01/28/2021, 17:32:44","01/28/2021, 17:41:04","01/28/2021, 17:51:31","01/28/2021, 17:54:49","02/01/2021, 07:53:29"
12678,Aurora,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/28/2021, 17:10:39","01/28/2021, 17:18:00","01/28/2021, 17:22:54","01/28/2021, 17:31:38","01/28/2021, 17:35:13","01/28/2021, 17:43:34","01/28/2021, 17:53:55","01/28/2021, 17:57:15","02/05/2021, 22:22:26"
12679,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/28/2021, 17:44:26","01/28/2021, 17:49:33","01/28/2021, 17:54:09","01/28/2021, 18:02:06","01/28/2021, 18:06:37","01/28/2021, 18:13:03","01/28/2021, 18:25:13","01/28/2021, 18:29:18","02/05/2021, 05:27:56"
12680,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/28/2021, 17:44:59","01/28/2021, 17:49:56","01/28/2021, 17:54:03","01/28/2021, 18:02:34","01/28/2021, 18:07:37","01/28/2021, 18:15:07","01/28/2021, 18:26:55","01/28/2021, 18:31:05","02/06/2021, 04:24:19"
12681,Aurora,TimeTraveler Mail,Chimera 2080,Mothra 4,"01/28/2021, 17:56:42","01/28/2021, 18:01:46","01/28/2021, 18:06:31","01/28/2021, 18:11:58","01/28/2021, 18:16:37","01/28/2021, 18:23:44","01/28/2021, 18:30:02","01/28/2021, 18:33:16","02/01/2021, 08:42:12"
12682,Area 51,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 18:44:32","01/28/2021, 18:50:55","01/28/2021, 18:55:40","01/28/2021, 19:05:35","01/28/2021, 19:11:18","01/28/2021, 19:18:50","01/28/2021, 19:28:02","01/28/2021, 19:31:19","02/02/2021, 21:21:15"
12683,Area 51,HyperDrive Carriers,Chimera 3020,Gojira 5,"01/28/2021, 18:55:15","01/28/2021, 18:58:35","01/28/2021, 19:04:01","01/28/2021, 19:13:06","01/28/2021, 19:17:57","01/28/2021, 19:26:52","01/28/2021, 19:34:43","01/28/2021, 19:36:53","02/07/2021, 09:23:15"
12684,Roswell,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/28/2021, 19:18:30","01/28/2021, 19:22:15","01/28/2021, 19:25:43","01/31/2021, 17:26:49","01/31/2021, 17:30:49","01/31/2021, 17:37:53","01/31/2021, 17:47:01","01/31/2021, 17:59:22","02/08/2021, 01:53:57"
12685,Roswell,TimeTraveler Mail,Hydra 2080,Mothra 4,"01/28/2021, 19:20:02","01/28/2021, 19:25:16","01/28/2021, 19:30:13","01/28/2021, 19:35:10","01/28/2021, 19:41:08","01/28/2021, 19:48:25","01/28/2021, 19:57:59","01/28/2021, 20:07:51","02/03/2021, 10:17:18"
12686,Roswell,HyperDrive Carriers,Hydra 2080,Gojira 5,"01/28/2021, 19:32:57","01/28/2021, 19:40:08","01/28/2021, 19:44:18","01/28/2021, 19:50:26","01/28/2021, 19:53:33","01/28/2021, 20:02:13","01/28/2021, 20:12:17","01/28/2021, 20:26:49","02/04/2021, 14:14:26"
12687,Aurora,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/28/2021, 19:45:26","01/28/2021, 19:50:11","01/28/2021, 19:54:50","01/28/2021, 20:05:45","01/28/2021, 20:08:53","01/28/2021, 20:16:38","01/28/2021, 20:24:53","01/28/2021, 20:28:22","02/04/2021, 06:55:20"
12688,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/28/2021, 20:07:32","01/28/2021, 20:16:11","01/28/2021, 20:20:54","01/28/2021, 20:29:15","01/28/2021, 20:31:35","01/28/2021, 20:38:05","01/28/2021, 20:47:37","01/28/2021, 20:51:13","02/01/2021, 18:00:58"
12689,Area 51,TimeTraveler Mail,Chimera 3020,Gojira 5,"01/28/2021, 20:17:53","01/28/2021, 20:22:54","01/28/2021, 20:27:38","01/28/2021, 20:37:31","01/28/2021, 20:41:51","01/28/2021, 20:50:38","01/28/2021, 21:00:45","01/28/2021, 21:03:40","02/02/2021, 07:05:43"
12690,Area 51,WarpSpeed Delivery,Hydra 2080,Mothra 4,"01/28/2021, 20:39:56","01/28/2021, 20:46:46","01/28/2021, 20:51:33","01/28/2021, 20:56:45","01/28/2021, 21:01:49","01/28/2021, 21:10:26","01/28/2021, 21:18:29","01/28/2021, 21:21:57","02/04/2021, 01:04:05"
12691,Roswell,WarpSpeed Delivery,Chimera 3020,Mothra 4,"01/28/2021, 20:44:05","01/28/2021, 20:49:53","01/28/2021, 20:54:53","01/28/2021, 21:02:16","01/28/2021, 21:06:32","01/28/2021, 21:13:38","01/28/2021, 21:24:11","01/28/2021, 21:31:38","02/03/2021, 12:05:26"
12692,Aurora,TimeTraveler Mail,Chimera 3020,Ghidora 12,"01/28/2021, 20:59:39","01/28/2021, 21:03:36","01/28/2021, 21:08:33","01/28/2021, 21:11:53","01/28/2021, 21:15:11","01/28/2021, 21:23:08","01/28/2021, 21:32:51","01/28/2021, 21:35:12","02/03/2021, 13:48:47"
12693,Roswell,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/28/2021, 21:03:09","01/28/2021, 21:07:55","01/28/2021, 21:11:49","01/28/2021, 21:17:24","01/28/2021, 21:20:21","01/28/2021, 21:28:29","01/28/2021, 21:38:13","01/28/2021, 21:54:15","02/02/2021, 00:16:19"
12694,Roswell,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/28/2021, 21:12:04","01/28/2021, 21:18:31","01/28/2021, 21:23:01","01/28/2021, 21:33:30","01/28/2021, 21:37:14","01/28/2021, 21:46:08","01/28/2021, 21:53:17","01/28/2021, 22:06:33","02/05/2021, 08:36:16"
12695,Aurora,WarpSpeed Delivery,Hydra 2080,Gojira 5,"01/28/2021, 21:25:46","01/28/2021, 21:28:59","01/28/2021, 21:33:26","01/28/2021, 21:41:18","01/28/2021, 21:47:08","01/28/2021, 21:54:32","01/28/2021, 22:04:26","01/28/2021, 22:06:54","02/03/2021, 10:45:27"
12696,Aurora,HyperDrive Carriers,Chimera 3020,Ghidora 12,"01/28/2021, 21:27:26","01/28/2021, 21:33:05","01/28/2021, 21:38:25","01/28/2021, 21:46:43","01/28/2021, 21:49:37","01/28/2021, 21:57:27","01/28/2021, 22:06:04","01/28/2021, 22:09:30","02/06/2021, 21:25:44"
12697,Aurora,HyperDrive Carriers,Chimera 3020,Mothra 4,"01/28/2021, 21:32:30","01/28/2021, 21:37:55","01/28/2021, 21:42:17","01/28/2021, 21:50:09","01/28/2021, 21:54:38","01/28/2021, 22:02:42","01/28/2021, 22:14:53","01/28/2021, 22:18:31","02/05/2021, 19:13:44"
12698,Area 51,WarpSpeed Delivery,Hydra 2080,Ghidora 12,"01/28/2021, 21:38:07","01/28/2021, 21:44:02","01/28/2021, 21:48:21","01/28/2021, 21:58:23","01/28/2021, 21:59:59","01/28/2021, 22:09:57","01/28/2021, 22:23:28","01/28/2021, 22:27:17","02/02/2021, 15:21:41"
